graph_nr,metric_name,_metric_value,save_name,node
0.0,betweenness_centrality,0.00027940635318454867,sequential_ollama/gemma4:26b_w_reason,49
0.0,betweenness_centrality,0.0003624157474184327,sequential_ollama/gemma4:26b_w_reason,31
0.0,betweenness_centrality,0.00035899698225154723,sequential_ollama/gemma4:26b_w_reason,29
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,22
0.0,betweenness_centrality,0.00035899698225154723,sequential_ollama/gemma4:26b_w_reason,32
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,42
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,38
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,0
0.0,betweenness_centrality,0.00013000187543689155,sequential_ollama/gemma4:26b_w_reason,15
0.0,betweenness_centrality,8.300939423388401e-05,sequential_ollama/gemma4:26b_w_reason,20
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,26
0.0,betweenness_centrality,0.00036490212208525847,sequential_ollama/gemma4:26b_w_reason,8
0.0,betweenness_centrality,0.00017500525690643842,sequential_ollama/gemma4:26b_w_reason,11
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,7
0.0,betweenness_centrality,0.5090582003478084,sequential_ollama/gemma4:26b_w_reason,27
0.0,betweenness_centrality,0.0005547989872640784,sequential_ollama/gemma4:26b_w_reason,37
0.0,betweenness_centrality,0.00036490212208525847,sequential_ollama/gemma4:26b_w_reason,44
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,41
0.0,betweenness_centrality,0.00028525336997410036,sequential_ollama/gemma4:26b_w_reason,16
0.0,betweenness_centrality,0.0619843920897895,sequential_ollama/gemma4:26b_w_reason,14
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,24
0.0,betweenness_centrality,0.05393705642430133,sequential_ollama/gemma4:26b_w_reason,3
0.0,betweenness_centrality,0.0007768223204068594,sequential_ollama/gemma4:26b_w_reason,1
0.0,betweenness_centrality,0.0005507710223149031,sequential_ollama/gemma4:26b_w_reason,9
0.0,betweenness_centrality,0.0006592859384963068,sequential_ollama/gemma4:26b_w_reason,40
0.0,betweenness_centrality,0.0008061305805074365,sequential_ollama/gemma4:26b_w_reason,25
0.0,betweenness_centrality,0.06909692814051266,sequential_ollama/gemma4:26b_w_reason,39
0.0,betweenness_centrality,0.0006852838917901786,sequential_ollama/gemma4:26b_w_reason,43
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,19
0.0,betweenness_centrality,0.0006852838917901786,sequential_ollama/gemma4:26b_w_reason,21
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,33
0.0,betweenness_centrality,0.00019574388196837177,sequential_ollama/gemma4:26b_w_reason,30
0.0,betweenness_centrality,0.0008602288887758338,sequential_ollama/gemma4:26b_w_reason,12
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,17
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,2
0.0,betweenness_centrality,0.05810209564573152,sequential_ollama/gemma4:26b_w_reason,35
0.0,betweenness_centrality,0.08431522344070913,sequential_ollama/gemma4:26b_w_reason,18
0.0,betweenness_centrality,0.0009464592683735603,sequential_ollama/gemma4:26b_w_reason,47
0.0,betweenness_centrality,0.00041976623944937577,sequential_ollama/gemma4:26b_w_reason,48
0.0,betweenness_centrality,0.08431522344070913,sequential_ollama/gemma4:26b_w_reason,23
0.0,betweenness_centrality,0.0009464592683735603,sequential_ollama/gemma4:26b_w_reason,45
0.0,betweenness_centrality,0.0009818901073758279,sequential_ollama/gemma4:26b_w_reason,36
0.0,betweenness_centrality,0.00042910980371490886,sequential_ollama/gemma4:26b_w_reason,6
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,28
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,10
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,5
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,34
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,13
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,4
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,46
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,49
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,31
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,29
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,22
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,32
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,42
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,38
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,0
0.0,closeness_centrality,0.494949494949495,sequential_ollama/gemma4:26b_w_reason,15
0.0,closeness_centrality,0.494949494949495,sequential_ollama/gemma4:26b_w_reason,20
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,26
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,8
0.0,closeness_centrality,0.494949494949495,sequential_ollama/gemma4:26b_w_reason,11
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,7
0.0,closeness_centrality,0.7101449275362319,sequential_ollama/gemma4:26b_w_reason,27
0.0,closeness_centrality,0.5157894736842106,sequential_ollama/gemma4:26b_w_reason,37
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,44
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,41
0.0,closeness_centrality,0.49,sequential_ollama/gemma4:26b_w_reason,16
0.0,closeness_centrality,0.6447368421052632,sequential_ollama/gemma4:26b_w_reason,14
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,24
0.0,closeness_centrality,0.6363636363636364,sequential_ollama/gemma4:26b_w_reason,3
0.0,closeness_centrality,0.5,sequential_ollama/gemma4:26b_w_reason,1
0.0,closeness_centrality,0.5,sequential_ollama/gemma4:26b_w_reason,9
0.0,closeness_centrality,0.5,sequential_ollama/gemma4:26b_w_reason,40
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,25
0.0,closeness_centrality,0.6533333333333333,sequential_ollama/gemma4:26b_w_reason,39
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,43
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,19
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,21
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,33
0.0,closeness_centrality,0.4803921568627451,sequential_ollama/gemma4:26b_w_reason,30
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,12
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,17
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,2
0.0,closeness_centrality,0.6447368421052632,sequential_ollama/gemma4:26b_w_reason,35
0.0,closeness_centrality,0.6805555555555556,sequential_ollama/gemma4:26b_w_reason,18
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,47
0.0,closeness_centrality,0.494949494949495,sequential_ollama/gemma4:26b_w_reason,48
0.0,closeness_centrality,0.6805555555555556,sequential_ollama/gemma4:26b_w_reason,23
0.0,closeness_centrality,0.5051546391752577,sequential_ollama/gemma4:26b_w_reason,45
0.0,closeness_centrality,0.5104166666666666,sequential_ollama/gemma4:26b_w_reason,36
0.0,closeness_centrality,0.494949494949495,sequential_ollama/gemma4:26b_w_reason,6
